Date,Word,Clue,Difficulty
12/10/2012,NUTTREE,"Cashew or hazel, in a grove",EASY
12/10/2012,GLOATED,Was a bad winner,EASY
12/10/2012,WRY,"Twisted, as humor",EASY
12/10/2012,SOY,Sauce at a sushi bar,EASY
12/10/2012,FDA,Pharmaceutical co. regulator,EASY
12/10/2012,ELAPSE,"Go by, as hours",EASY
12/10/2012,CSI,CBS forensic drama,EASY
12/10/2012,PASSION,Boundless enthusiasm,EASY
12/10/2012,ATSTAKE,Being risked,EASY
12/10/2012,SAKE,Drink at a sushi bar,EASY
12/10/2012,ARTICLE,One of seven in the Constitution,EASY
12/10/2012,ASSTS,Helpers: Abbr.,EASY
12/10/2012,KIM,Clijsters of tennis,EASY
12/10/2012,MEETWITH,"See, as visitors",EASY
12/10/2012,JUDY,Author Blume,EASY
12/10/2012,HADA,"""If I Only ___ Brain""",EASY
12/10/2012,TEEUP,Prepare to drive a golf ball,EASY
12/10/2012,IAN,Writer Fleming,FAIR
12/10/2012,FREESPIN,"""Wheel of Fortune"" bonus",EASY
12/10/2012,DIAGONAL,"*Shortcut path, maybe",EASY
12/10/2012,END,*Finish,EASY
12/10/2012,SKY,*What's up?,EASY
12/10/2012,GIS,U.S. soldiers,MODERATE
12/10/2012,BOTTOM,*Fanny,EASY
12/10/2012,SHOED,Did some blacksmith's work on,EASY
12/10/2012,LOBE,Ear part,MODERATE
12/10/2012,CONGA,*Cuban drum,EASY
12/10/2012,FAULT,*Tennis umpire's cry,EASY
12/10/2012,SLEET,Winter hazard,FAIR
12/10/2012,DOONE,"Blackmore's ""Lorna ___""",FAIR
12/10/2012,ARTS,Partner of sciences,EASY
12/10/2012,TIME,*Cons do it,EASY
12/10/2012,NYE,Science guy Bill,EASY
12/10/2012,EXIT,*Depart,EASY
12/10/2012,AIR,*Broadcast,EASY
12/10/2012,DATE,*Romantic outing,EASY
12/10/2012,ASSEMBLY,*Legislature,EASY
12/10/2012,SCAPE,Ending with land or sea,EASY
12/10/2012,ASK,Show curiosity,EASY
12/10/2012,FLAT,*Smooth,EASY
12/10/2012,LSTS,D-Day transports: Abbr.,FAIR
12/10/2012,ASI,"""Do ___ say, not ...""",EASY
12/10/2012,LIEAWAKE,Suffer from insomnia,EASY
12/10/2012,SOLID,*Sphere or cube,EASY
12/10/2012,ENEMY,*Foe,EASY
12/10/2012,PASTA,"Noodles, e.g.",EASY
12/10/2012,TUES,Election day: Abbr.,FAIR
12/10/2012,THAWS,Defrosts,EASY
12/10/2012,JAW,*It moves up and down when you talk,EASY
12/10/2012,PICKUP,*Light truck,EASY
12/10/2012,MOHS,Kind of scale of mineral hardness,EASY
12/17/2012,ILL,"Needing hospitalization, say",EASY
12/17/2012,MONGOL,"Genghis Khan, for one",EASY
12/17/2012,TYRO,Beginner,FAIR
12/17/2012,BEDROOM,Place to sleep,EASY
12/17/2012,IDLE,Barely run the engine,EASY
12/17/2012,EISNER,Former Disney head Michael,EASY
12/17/2012,SIXTHS,Wedge fractions in Trivial Pursuit,EASY
12/17/2012,GLEE,___ club (singing group),EASY
12/17/2012,STOOL,"Aid for reaching the top shelf, maybe",EASY
12/17/2012,DUNK,"Dip, as a doughnut",EASY
12/17/2012,REEL,Film spool,FAIR
12/17/2012,LED,Was out front,EASY
12/17/2012,SANER,Having a clearer head,EASY
12/17/2012,CATSCAN,Hospital diagnostic,EASY
12/17/2012,KITTYHAWK,Wright flight site,EASY
12/17/2012,RELIVE,Go over in one's imagination,EASY
12/17/2012,DAME,"""There Is Nothin' Like a ___"" (""South Pacific"" song)",EASY
12/17/2012,DIEM,Per ___ (expense account amount),EASY
12/17/2012,ACTUP,Misbehave,DIFFICULT
12/17/2012,URDU,Pakistani tongue,FAIR
12/17/2012,BOISE,Idaho's capital,EASY
12/17/2012,URGES,Impulses,HARD
12/17/2012,NEST,Hornets' home,FAIR
12/17/2012,RESULT,Outcome,EASY
12/17/2012,NUMBER,"The ""N"" of PIN",EASY
12/17/2012,DEAF,"Needing sign language, say",EASY
12/17/2012,JADE,Green gem,EASY
12/17/2012,ANERA,"""It's the end of ___""",FAIR
12/17/2012,METES,Doles (out),FAIR
12/17/2012,PSI,Omega preceder,MODERATE
12/17/2012,GRISTLE,Hard-to-chew piece of meat,EASY
12/17/2012,TEXTURE,Surface quality,EASY
12/17/2012,RECUE,Feed the same line,EASY
12/17/2012,DANDELION,Source of some fluff,EASY
12/17/2012,TOSEA,Where navies go,EASY
12/17/2012,SLYLY,In a wily way,EASY
12/17/2012,CAVS,Cleveland b-ball team,EASY
12/17/2012,ETNA,Sicilian mount,HARD
12/17/2012,OAR,It's dipped in the water,EASY
12/17/2012,OKS,Allows,EASY
12/17/2012,HOSES,Water carriers,FAIR
12/17/2012,LISP,"Favor a ""th"" sound",EASY
12/17/2012,REDO,"Fresh take, informally",EASY
12/17/2012,JAMB,Either side of a doorway,EASY
12/17/2012,DUH,Dolt's response,EASY
12/17/2012,IRAN,"It's bordered by three countries with ""-stan"" in their names",EASY
12/17/2012,CORNELL,"Institution in Ithaca, N.Y.",EASY
12/17/2012,TIGERLILY,Perennial whose flowers are typically orange with black dots,EASY
12/17/2012,EXTRUDE,Stick out,EASY
12/17/2012,PEST,"Little brother, to an older sibling, say",EASY
12/17/2012,YALE,School where the Clintons met,EASY
12/17/2012,TAGALONG,Follow behind,EASY
12/17/2012,BIEN,"""Tres ___"" (""Very well,"" in French)",EASY
12/17/2012,OVER,Atop,FAIR
12/17/2012,USES,Avails oneself of,EASY
12/24/2012,FGS,They're worth half of TDs,EASY
12/24/2012,RUG,Floor cover,EASY
12/24/2012,VIBE,"Feeling, slangily",EASY
12/24/2012,AMPS,Concert stage equipment,EASY
12/24/2012,ELOPED,Had an in-flight wedding?,EASY
12/24/2012,LOG,Captain's journal,FAIR
12/24/2012,ELANDS,Savanna grazers,EASY
12/24/2012,NESTEA,Snapple rival,EASY
12/24/2012,STOOLPIGEON,Informant,EASY
12/24/2012,BOAT,"Yacht, e.g.",EASY
12/24/2012,LASSES,Irish girls,EASY
12/24/2012,STE,"Therese, for one: Abbr.",EASY
12/24/2012,EMPIRE,The ___ State (New York),EASY
12/24/2012,EAVE,Roof extension,EASY
12/24/2012,AID,Rite ___ (drugstore),EASY
12/24/2012,LPS,33 1/3 r.p.m. discs,EASY
12/24/2012,HOUSE,Not a dry eye in the ___,EASY
12/24/2012,MAITAI,Cocktail with an umbrella,EASY
12/24/2012,IDO,"Enthusiastic response to ""Who wants cookies?""",EASY
12/24/2012,BYLINES,Credits over newspaper stories,EASY
12/24/2012,GATEAU,Cake: Fr.,EASY
12/24/2012,TOTE,Popular PBS pledge drive giveaway,EASY
12/24/2012,SILAS,Fictional weaver ___ Marner,EASY
12/24/2012,TOPGUN,1986 Tom Cruise blockbuster,EASY
12/24/2012,AGE,"Ice, Iron or Bronze follower",EASY
12/24/2012,PSALMS,"Source of ""The Lord is my shepherd ...""",EASY
12/24/2012,MEOWS,Cat calls,FAIR
12/24/2012,STRIDENT,Loudly critical,EASY
12/24/2012,VEGAS,"""What happens in ___ ...""",EASY
12/24/2012,PILE,Heap,EASY
12/24/2012,STY,Filthy digs,EASY
12/24/2012,OAK,Acorn bearer,EASY
12/24/2012,ODE,Keats dedicated one to a nightingale,EASY
12/24/2012,OPEN,Tournament that takes all comers,EASY
12/24/2012,ETHELS,Barrymore and Kennedy,EASY
12/24/2012,BEFIT,Prove suitable for,EASY
12/24/2012,OAF,Galoot,FAIR
12/24/2012,TEE,Golf ball raiser,EASY
12/24/2012,EDSELS,1950s Ford duds,EASY
12/24/2012,SALOON,Swinging-door establishment,EASY
12/24/2012,TWISTS,"Dances a la Chubby Checker, say",EASY
12/24/2012,JIG,Lively Irish dance,EASY
12/24/2012,EBRO,Spain's longest river,EASY
12/24/2012,DAYONE,The beginning,FAIR
12/24/2012,DULUTH,"Minnesota city that shares a harbor with Superior, Wis.",EASY
12/24/2012,OAST,Brewing oven,EASY
12/31/2012,ROAST,Friars Club event,FAIR
12/31/2012,NELSON,Nobel laureate Mandela,EASY
12/31/2012,SAUCERS,"U.F.O. shapes, traditionally",EASY
12/31/2012,EAR,Prominent part of a basset hound,EASY
12/31/2012,URL,"Web address, for short",EASY
12/31/2012,ERS,"Ambulance destinations, in brief",EASY
12/31/2012,DUNK,Make a show-offy basket,EASY
12/31/2012,AMPS,Sound boosters,EASY
12/31/2012,ATALL,Even the slightest bit,EASY
12/31/2012,BEVELS,"Cuts at an angle, as a mirror",EASY
12/31/2012,CHIANTI,Hannibal Lecter's choice of wine,EASY
12/31/2012,STAY,Remain,EASY
12/31/2012,HAIR,Barbershop floor sweepings,EASY
12/31/2012,GPS,"Car navigation aid, for short",EASY
12/31/2012,OLIVIA,"""Grease"" co-star Newton-John",EASY
12/31/2012,GINGERSNAPS,"Crisp, spicy cookies",EASY
12/31/2012,IAN,"Scottish form of ""John""",EASY
12/31/2012,VAL,Kilmer of Hollywood,EASY
12/31/2012,GETSSET,Prepares oneself,EASY
12/31/2012,OVERT,In the open,EASY
12/31/2012,ASH,Bit of fireplace residue,EASY
12/31/2012,GPA,Student transcript fig.,EASY
12/31/2012,ANTS,"""Marching"" insects",EASY
12/31/2012,TACTIC,Strategic maneuver,EASY
12/31/2012,CREEPY,Goosebump-producing,EASY
12/31/2012,HOARSE,Like some voices after shouting,EASY
12/31/2012,LAUREN,Fashion icon Ralph,EASY
12/31/2012,SURF,Ride the waves on a board,EASY
12/31/2012,CLODS,Dirt clumps,EASY
12/31/2012,DICE,They're rolled in craps,EASY
12/31/2012,INTL,Worldwide: Abbr.,FAIR
12/31/2012,ALI,Muhammad ___,EASY
12/31/2012,ATE,Had a meal,EASY
12/31/2012,SEES,Observes,EASY
12/31/2012,TILERS,Bathroom floor workers,EASY
12/31/2012,REGIS,TV's Philbin,EASY
12/31/2012,VINE,Ivy growth,EASY
12/31/2012,LIPO,"Surgery that takes weight off, informally",EASY
12/31/2012,SASSOON,Vidal ___ (shampoo brand),EASY
12/31/2012,GRAVENIMAGE,Carved idol,EASY
12/31/2012,POPART,Genre for Andy Warhol,EASY
12/31/2012,ELS,Pro golfer Ernie,EASY
12/31/2012,EAST,Toward the rising sun,EASY
12/31/2012,GAGA,Lady ___ (pop diva),EASY
12/31/2012,ESPN,Provider of N.F.L. coverage,EASY
12/31/2012,THATTEARSIT,"""I can't take anymore!""",EASY
1/7/2013,READ,"Use a Kindle, say",EASY
1/7/2013,MOO,Dairy farm sound,FAIR
1/7/2013,ACID,Sulfuric ___,EASY
1/7/2013,ASIF,"""I don't THINK so!""",EASY
1/7/2013,BEDE,"""Venerable"" English historian",EASY
1/7/2013,TAGUP,"Touch base after a pop fly, say",EASY
1/7/2013,SARALEE,"Nobody doesn't like her, in a slogan",EASY
1/7/2013,OTTAWAN,Citizen of Canada's capital,EASY
1/7/2013,EURO,Multinational coin,EASY
1/7/2013,ASAD,"""It's ___ state of affairs""",EASY
1/7/2013,YOWL,Wailing cry,EASY
1/7/2013,ROC,Mythical bird of prey,EASY
1/7/2013,IKID,"""Just messin' with you!""",EASY
1/7/2013,SOFTC,"The fourth letter of ""cancel,"" but not the first",EASY
1/7/2013,PAN,Pipe-playing god,EASY
1/7/2013,HEARTOFGOLD,"Generous spirit, metaphorically",FAIR
1/7/2013,SISI,"""Oui, oui,"" across the Pyrenees",EASY
1/7/2013,WAS,"""There ___ an old woman ...""",EASY
1/7/2013,STETS,Deletion undoers,EASY
1/7/2013,LEADFOOT,Speed demon,EASY
1/7/2013,EAVE,Christmas light site,EASY
1/7/2013,ATLARGE,Not yet apprehended,EASY
1/7/2013,BAABAA,Black sheep's cry,EASY
1/7/2013,ULCERS,"Worriers' problems, it's said",EASY
1/7/2013,SUNHAT,Wide-brimmed summer headgear,EASY
1/7/2013,LASE,Do surgery on with a beam,EASY
1/7/2013,RIDGE,Klingon forehead feature,EASY
1/7/2013,AMPS,Sound boxes at a concert,EASY
1/7/2013,ETTU,Caesar's words to Brutus,EASY
1/7/2013,EDU,End of a school e-mail address,EASY
1/7/2013,STEM,Green part of a flower,EASY
1/7/2013,WOOF,Great Dane sound,EASY
1/7/2013,IRONFIST,What a tyrant rules with,EASY
1/7/2013,LES,"""Au Revoir ___ Enfants""",EASY
1/7/2013,AWKWARD,Singsongy comment in a sticky situation,EASY
1/7/2013,SYNS,Thesaurus offerings: Abbr.,EASY
1/7/2013,ASWIRL,Spinning dizzily,EASY
1/7/2013,WELDED,United with a blowtorch,EASY
1/7/2013,PAIN,Ache,EASY
1/7/2013,EFOR,Get an ___ effort,FAIR
1/7/2013,LOOKTO,Consult,EASY
1/14/2013,PIE,Dessert often served a la mode,EASY
1/14/2013,NERO,Emperor said to have fiddled while Rome burned,EASY
1/14/2013,TDS,6-point football scores,EASY
1/14/2013,CAREEN,What speeding cars do around turns,EASY
1/14/2013,DEMO,Sample recording,EASY
1/14/2013,CLEAT,Gripper on an athlete's shoe,EASY
1/14/2013,ABUSES,Mistreats,EASY
1/14/2013,AMULET,Necklace charm,EASY
1/14/2013,WEST,Pioneer's direction,EASY
1/14/2013,DST,Summer clock schedule: Abbr.,EASY
1/14/2013,TOASTS,"Browns, as bread",EASY
1/14/2013,BAKERY,Establishment that makes a lot of dough?,EASY
1/14/2013,OLEO,"Bar next to butter, maybe",EASY
1/14/2013,MISSEND,Mail to the wrong address,EASY
1/14/2013,ASTUTE,Insightful,EASY
1/14/2013,AEC,Nuclear agency established by H.S.T.,EASY
1/14/2013,ABS,They get crunched in gyms,EASY
1/14/2013,SWAG,Pirate's loot,EASY
1/14/2013,MAC,"Apple computer, informally",EASY
1/14/2013,HALE,___ and hearty,EASY
1/14/2013,UKE,"Hawaiian music maker, informally",EASY
1/14/2013,UNIT,"The ""U"" in C.P.U.",EASY
1/14/2013,ERIE,"Smallest Great Lake, by volume",EASY
1/14/2013,ASA,___ rule (normally),EASY
1/14/2013,TYCOBB,First player elected to the Baseball Hall of Fame,EASY
1/14/2013,MAMMA,"""___ mia!""",EASY
1/14/2013,TAWNY,"Yellowish brown, as a lion's coat",EASY
1/14/2013,SHUI,Feng ___ (New Age concern),EASY
1/14/2013,INCENSE,Infuriate,EASY
1/14/2013,TRAITS,Characteristics,EASY
1/14/2013,SOREST,Aching the most,EASY
1/14/2013,ENDOW,Give funds for,EASY
1/14/2013,ADELE,"Singer with the 7x platinum single ""Rolling in the Deep""",EASY
1/14/2013,TEST,Lab procedure,EASY
1/14/2013,HEEL,"Dog trainer's ""Follow!""",EASY
1/14/2013,SOOT,Chimney black,EASY
1/14/2013,WANNABE,Aspirant,EASY
1/14/2013,RUT,Groove in a road,EASY
1/14/2013,MESS,Meal in the military,EASY
1/14/2013,ABE,"Lincoln, familiarly",EASY
1/14/2013,MGMT,"Bosses, collectively: Abbr.",EASY
1/14/2013,TED,Baseball great Williams,EASY
1/14/2013,ARSENAL,Munitions depot,EASY
1/14/2013,BRAKE,Slow a car down,EASY
1/14/2013,VITRO,In ___ fertilization,FAIR
1/14/2013,NODICE,"""Not gonna happen""",EASY
1/14/2013,CANDLE,Wick holder,EASY
1/21/2013,ORO,Granada gold,MODERATE
1/21/2013,WHEEL,Roulette centerpiece,EASY
1/21/2013,BANDAGE,Part of a first-aid kit,EASY
1/21/2013,EINE,Berlin article,FAIR
1/21/2013,MED,"The ""M"" of M.D.: Abbr.",EASY
1/21/2013,STAR,Part of Texaco's logo,EASY
1/21/2013,DYNAMO,Go-getter,HARD
1/21/2013,MAL,___ de mer,HARD
1/21/2013,MTN,"Kilimanjaro, e.g.: Abbr.",EASY
1/21/2013,JAW,Prominent crocodile feature,EASY
1/21/2013,TAO,"The way, in Chinese philosophy",EASY
1/21/2013,LECTURER,"Professor, e.g.",EASY
1/21/2013,MOLD,Gross growth,EASY
1/21/2013,BAGELS,Bakery items with lox,EASY
1/21/2013,ALEXIS,"""Dynasty"" vixen",EASY
1/21/2013,ISO,Weather prefix with bar,EASY
1/21/2013,TOYS,Transformers and Barbies,EASY
1/21/2013,ACUTE,Sharper than 90 degrees,EASY
1/21/2013,PHRASES,Sentence sections,EASY
1/21/2013,TODDY,"Hot, spicy drink",EASY
1/21/2013,DAKOTA,Territory that became two states,EASY
1/21/2013,PAC,___-12 Conference,EASY
1/21/2013,SAGE,Wise soul,EASY
1/21/2013,WHAMMY,Devastating blow,EASY
1/21/2013,HALTER,What reins connect to,EASY
1/21/2013,NEIL,Singer Young or Sedaka,EASY
1/21/2013,DANISH,"From Copenhagen, say",EASY
1/21/2013,HAIRY,Not clean-shaven,EASY
1/21/2013,MAZDA,Maker of the Protege,EASY
1/21/2013,ESSO,Former name of Exxon stations,EASY
1/21/2013,LED,Was at the helm,EASY
1/21/2013,TAP,Dance style with fancy footwork,EASY
1/21/2013,BASS,Voice below baritone,EASY
1/21/2013,TRAVESTY,Great injustice,EASY
1/21/2013,ITEMS,News articles,EASY
1/21/2013,EXCON,One who's finished a sentence?,EASY
1/21/2013,JINXED,Brought bad luck,EASY
1/21/2013,ASCEND,Go higher,EASY
1/21/2013,WOODSY,Filled with trees,EASY
1/21/2013,EYES,Potato protuberances,EASY
1/21/2013,GEODE,Rock with a glittery inside,EASY
1/21/2013,PSAT,H.S. junior's exam,EASY
1/21/2013,ECHO,Canyon sound effect,EASY
1/21/2013,DSL,"It's faster than dial-up, in brief",EASY
1/21/2013,EPOCH,"Several ages, in geology",EASY
1/28/2013,ABE,Pres. Lincoln,EASY
1/28/2013,LETSON,Divulges,EASY
1/28/2013,CLONES,"PC lookalikes, e.g.",EASY
1/28/2013,SUBS,"Fill-ins, informally",EASY
1/28/2013,DERNS,Laura and Bruce of the silver screen,EASY
1/28/2013,MODELPLANE,Flier made from a do-it-yourself kit,EASY
1/28/2013,OXIDE,"Rust, for example",EASY
1/28/2013,FIREDRILL,Safety exercise prompted by an alarm,EASY
1/28/2013,IDEST,That is: Lat.,EASY
1/28/2013,IHAVEIT,"""Aha!""",EASY
1/28/2013,SENAT,French legislature,DIFFICULT
1/28/2013,PERUSE,Read leisurely,EASY
1/28/2013,TIERED,In layers,EASY
1/28/2013,SID,Comic Caesar,FAIR
1/28/2013,STEUBEN,Big name in art glass,EASY
1/28/2013,MIKEHAMMER,"""I, the Jury"" detective",EASY
1/28/2013,CAMPO,Countryside: Sp.,EASY
1/28/2013,ERUPT,Go off like a volcano,EASY
1/28/2013,DADAS,Tots' fathers,EASY
1/28/2013,SLIP,Tiny misstep,EASY
1/28/2013,ESTAS,"These, to Conchita",EASY
1/28/2013,REBOXES,Packs again for shipping,EASY
1/28/2013,ATEDIRT,Suffered humiliation,EASY
1/28/2013,ONELINE,Length of a pithy joke,EASY
1/28/2013,ESTELLE,"Actress Getty of ""The Golden Girls""",EASY
1/28/2013,ORLESS,Discount price phrase,EASY
1/28/2013,DTS,"Drunk's woe, informally",EASY
1/28/2013,ELFIN,Leprechaunlike,EASY
1/28/2013,INREM,"Against property, to a judge",EASY
1/28/2013,AIDA,Opera with a slave girl,EASY
1/28/2013,NAMES,"When repeated, identifies people",EASY
1/28/2013,CHEESE,Edam or Brie,EASY
1/28/2013,STU,Springfield resident Disco ___,EASY
1/28/2013,KEILLOR,"Garrison of ""A Prairie Home Companion""",EASY
1/28/2013,BETH,Top 10 Kiss hit with backing by the New York Philharmonic,EASY
1/28/2013,ROLLOVER,Dog command,EASY
1/28/2013,MOUNTIE,Canadian police officer,EASY
1/28/2013,PRETEEN,"In the sixth grade or earlier, typically",EASY
1/28/2013,LEVIN,"""Deathtrap"" playwright Ira",EASY
1/28/2013,EZEK,Book before Daniel: Abbr.,FAIR
1/28/2013,INFESTS,Overruns as pests might,EASY
1/28/2013,DECADE,"2010s, e.g.",EASY
1/28/2013,ARAM,Biblical name for Syria,EASY
1/28/2013,STORMED,Attacked en masse,EASY
1/28/2013,LOURAWLS,"Singer with the #1 R&B hit ""You'll Never Find Another Love Like Mine""",EASY
1/28/2013,HIPPO,"Zoo heavyweight, for short",EASY
1/28/2013,SALES,Counterpart of purchases,EASY
2/4/2013,TRINIDAD,Tobago's island neighbor,EASY
2/4/2013,ISTO,That ___ say,EASY
2/4/2013,PAY,Salary,EASY
2/4/2013,SIN,Topic in a confessional,EASY
2/4/2013,AORTA,Crucial artery,EASY
2/4/2013,BROOK,Babbling stream,EASY
2/4/2013,HEADINTHECLOUDS,Lack of contact with reality,EASY
2/4/2013,BRIE,Cheese at a cocktail party,EASY
2/4/2013,CALC,"Advanced math class, for short",EASY
2/4/2013,THREE,Number of Stooges,EASY
2/4/2013,OBAMA,One of only two presidents with two Ivy League degrees,EASY
2/4/2013,CARAT,Gem weight unit,EASY
2/4/2013,PAR,"2, 3 or 4, usually, in miniature golf",EASY
2/4/2013,RON,Republican politico ___ Paul,EASY
2/4/2013,SPR,Winter follower: Abbr.,EASY
2/4/2013,JANEEYRE,Bronte heroine who was a governess,EASY
2/4/2013,RANIN,Took to the station house,EASY
2/4/2013,NODES,Junctures,EASY
2/4/2013,IMOKAY,"""No harm, no foul""",EASY
2/4/2013,PATTON,General played by George C. Scott,EASY
2/4/2013,ZAIRE,"Congo, once",EASY
2/4/2013,PRESS,"Iron, as clothes",EASY
2/4/2013,NOTS,Have-___ (poor people),EASY
2/4/2013,ILSA,"""Casablanca"" character Lund",EASY
2/4/2013,THATS,"""___ all she wrote!""",EASY
2/4/2013,EBONY,Black piano key material,EASY
2/4/2013,ROO,Little friend of Winnie-the-Pooh,EASY
2/4/2013,SEEST,"""What thou ___, write in a book"": Revelation",EASY
2/4/2013,JIHAD,Islamic holy war,EASY
2/4/2013,LIBYA,Tripoli's country,EASY
2/4/2013,AMBER,Fossilized tree resin,EASY
2/4/2013,PASS,Get any grade above an F,EASY
2/4/2013,CONNOR,"Sarah ___, ""The Terminator"" heroine",EASY
2/4/2013,ANOTE,Make ___ of (jot down),EASY
2/4/2013,LEAH,"Sister of Rachel, in the Bible",EASY
2/4/2013,CAMERAMEN,Film set workers,EASY
2/4/2013,SLEEP,"Hamlet's word before ""perchance to dream""",EASY
2/4/2013,CAR,It's parked in a garage,EASY
2/4/2013,RAT,Singer who doesn't want a hit?,EASY
2/4/2013,CYRUS,"Miley of ""Hannah Montana""",EASY
2/4/2013,BRIDE,Groom's partner,EASY
2/4/2013,EBAY,"Self-described ""World's Online Marketplace""",EASY
2/11/2013,MOWS,Trims the lawn,EASY
2/11/2013,CALL,Ring up,EASY
2/11/2013,EDEN,Adam and Eve's garden,EASY
2/11/2013,EERIE,"Like a coincidence that makes you go ""Hmm ...""",EASY
2/11/2013,PERU,Country south of Ecuador,EASY
2/11/2013,ATM,24-hr. source of money,EASY
2/11/2013,BALL,Event Cinderella attended,EASY
2/11/2013,ROSES,Traditional Valentine's Day gift,EASY
2/11/2013,SCRUB,Use a wire brush on,EASY
2/11/2013,AGHA,Turkish military leader,EASY
2/11/2013,OBOE,Certain woodwind,EASY
2/11/2013,GRIM,Serious-looking,EASY
2/11/2013,TIPSY,A little lit,EASY
2/11/2013,ODD,Even's opposite,EASY
2/11/2013,ROOFS,Housetops,EASY
2/11/2013,FYI,Initials at the start of a memo,EASY
2/11/2013,IFS,"No ___, ands or buts",EASY
2/11/2013,SATURN,Planet with rings,EASY
2/11/2013,NOLA,"Home to the N.F.L.'s Saints, informally",EASY
2/11/2013,REPEAL,"Nullify, as a law",EASY
2/11/2013,IRIS,Colored eye part,EASY
2/11/2013,LIABLE,Legally obligated,EASY
2/11/2013,OILERS,Edmonton hockey team,EASY
2/11/2013,WEENIE,"Hot dog, informally",EASY
2/11/2013,SLIDES,Projector inserts,EASY
2/11/2013,TAKECARE,Friendly send-off,EASY
2/11/2013,JOE,QB Namath or Montana,EASY
2/11/2013,AMBER,Deep yellow,EASY
2/11/2013,SHE,"""That's all ___ wrote!""",EASY
2/11/2013,CAR,Ford or Lincoln,EASY
2/11/2013,ALE,Taproom order,EASY
2/11/2013,MIA,Actress Farrow,MODERATE
2/11/2013,UNS,Young ___ (kids),EASY
2/11/2013,BAYOU,Louisiana body of water,EASY
2/11/2013,LEARN,Get the hang of,EASY
2/11/2013,AGRO,Farming-related: Prefix,EASY
2/11/2013,GRAFFITI,Writing on the wall,EASY
2/11/2013,DILATE,"Open wider, as a pupil",EASY
2/11/2013,DISCUSS,Talk over,EASY
2/11/2013,HISSYFIT,Tantrum,EASY
2/18/2013,SECT,Shiites or Sunnis,FAIR
2/18/2013,BAITANDSWITCH,Underhanded commercial ploy,EASY
2/18/2013,ENCINO,Los Angeles district near Sherman Oaks,EASY
2/18/2013,IOWA,Dubuque's state,EASY
2/18/2013,POLAR,Arctic or Antarctic,EASY
2/18/2013,LILT,Singsongy cadence,EASY
2/18/2013,TIED,Like games that head into overtime,EASY
2/18/2013,EXECS,Ones at the top of the corporate ladder,EASY
2/18/2013,ENDS,Concludes,FAIR
2/18/2013,ADAM,"Economist Smith who coined the term ""invisible hand""",EASY
2/18/2013,TRILL,High-pitched warble,EASY
2/18/2013,SNAG,Get caught on something,EASY
2/18/2013,SLIT,Thin opening,FAIR
2/18/2013,ORBIT,Planet's path,EASY
2/18/2013,NOAH,Biblical ark builder,EASY
2/18/2013,LONE,"""The ___ Ranger""",EASY
2/18/2013,CAINE,"""Alfie"" star Michael",FAIR
2/18/2013,DAIS,Speaker's stand,FAIR
2/18/2013,TBONE,Kind of steak,EASY
2/18/2013,CAGES,Zoo enclosures,EASY
2/18/2013,TWO,Maximum number of terms for a U.S. president,EASY
2/18/2013,GALS,Hoedown females,EASY
2/18/2013,LUTE,Stringed instrument for a madrigal,EASY
2/18/2013,OPIATE,Drowsiness-inducing drug,EASY
2/18/2013,THEBLUES,"Low spirits, as experienced by St. Louis's hockey team?",EASY
2/18/2013,GABE,"Kaplan of ""Welcome Back, Kotter""",FAIR
2/18/2013,TENON,"Mortise's partner, in carpentry",EASY
2/18/2013,DECORATE,Put ornaments on,EASY
2/18/2013,ALE,Brewery product,EASY
2/18/2013,TICTAC,Breath mint brand,EASY
2/18/2013,JAPAN,Tokyo's home,EASY
2/18/2013,OWLS,Big-eyed birds,EASY
2/18/2013,USED,Like thrift store merchandise,EASY
2/18/2013,PODS,Pea holders,FAIR
2/18/2013,BOX,Emulate Muhammad Ali,EASY
2/18/2013,IAMB,Poetic foot,MODERATE
2/18/2013,ACRED,Like wealthy landowners,EASY
2/18/2013,SAILS,Goes to sea,EASY
2/18/2013,ANTS,Kitchen pests,EASY
2/18/2013,BIO,"Who's Who entry, briefly",EASY
2/18/2013,OCTOPUS,Sea creature with suckers,EASY
2/18/2013,LUTZ,Skating jump,EASY
2/18/2013,NOBEL,___ Peace Prize,EASY
2/18/2013,ATTACH,"Add to an e-mail, as a file",EASY
2/18/2013,ENOS,"Deputy sheriff in ""The Dukes of Hazzard""",EASY
2/18/2013,CELTIC,Boston N.B.A.'er,EASY
2/25/2013,UNSER,Al of auto racing,EASY
2/25/2013,FRASER,"Actor Brendan of ""Journey to the Center of the Earth""",EASY
2/25/2013,JILT,"Leave at the altar, say",EASY
2/25/2013,INFO,"The ""I"" of F.Y.I., for short",EASY
2/25/2013,TAYLORSWIFT,"Country singer with the 2012 #1 hit ""We Are Never Ever Getting Back Together""",FAIR
2/25/2013,DON,"Imus of ""Imus in the Morning""",EASY
2/25/2013,IRONY,Literary device much used by O. Henry,EASY
2/25/2013,RADIO,"""Imus in the Morning"" medium",EASY
2/25/2013,EDNAS,Ferber and Krabappel,EASY
2/25/2013,UNSAID,"""... better left ___""",EASY
2/25/2013,BEEPS,Toots of a horn,EASY
2/25/2013,COAST,Where an ocean and a continent meet,EASY
2/25/2013,SNEER,Look of disdain,FAIR
2/25/2013,BIDES,___ one's time (waits patiently),EASY
2/25/2013,BEANS,Chili ingredients,EASY
2/25/2013,NOW,This instant,EASY
